iter	Logloss
0	0.4761751248
1	0.3509030299
2	0.238806137
3	0.170469725
4	0.1282714363
5	0.09709695193
6	0.07365130546
7	0.05217712859
8	0.04310629974
9	0.03364243682
10	0.02853941837
11	0.02543932133
12	0.02049418505
13	0.01749530394
14	0.01507684189
15	0.01347466353
16	0.01199001197
17	0.01048809567
18	0.009783113594
19	0.008909790762
20	0.008032837294
21	0.007323715061
22	0.006533873392
23	0.00607119519
24	0.005700728946
25	0.005259596883
26	0.004735410367
27	0.00447798588
28	0.0041126099
29	0.003903394432
30	0.003702918063
31	0.003423732379
32	0.003302360962
33	0.003126493517
34	0.003027360811
35	0.002875530636
36	0.002766406688
37	0.002633676813
38	0.002536435265
39	0.002464575405
40	0.002371661082
41	0.002298882094
42	0.002219460096
43	0.002158852463
44	0.002089990781
45	0.002035926025
46	0.001991559655
47	0.001906166918
48	0.001848321601
49	0.001794251565
50	0.001763051452
51	0.001677235247
52	0.001575677408
53	0.001519065246
54	0.001478516315
55	0.001452566638
56	0.001395418154
57	0.001371476797
58	0.001345740217
59	0.001324581796
60	0.001296145886
61	0.001272981566
62	0.001238071519
63	0.001209014415
64	0.00118801153
65	0.001141152313
66	0.001124871221
67	0.001088883163
68	0.00107267619
69	0.001051224806
70	0.001036171048
71	0.001024631087
72	0.001000589158
73	0.0009838245742
74	0.000960465461
75	0.00094530733
76	0.0009317285551
77	0.0009241732182
78	0.0009077855398
79	0.0008933310217
80	0.0008838092402
81	0.0008704426091
82	0.0008601125087
83	0.000853629834
84	0.0008446718254
85	0.0008360418014
86	0.000824843538
87	0.0008151646171
88	0.0008086904999
89	0.0008009618762
90	0.0007938194928
91	0.0007884702703
92	0.0007831774588
93	0.0007779130516
94	0.0007709729846
95	0.0007660558477
96	0.0007581987758
97	0.0007504981509
98	0.0007429701904
99	0.0007355530232
